Labour market region (SA4): ASGS (2011),date,percent part-time,sa4_code_2011
801 Australian Capital Territory,2007-11-01,39.45,801
102 Central Coast,2008-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-11-01,37.18,115
116 Sydney - Blacktown,2008-11-01,24.24,116
117 Sydney - City and Inner South,2008-11-01,43.08,117
118 Sydney - Eastern Suburbs,2008-11-01,19.77,118
119 Sydney - Inner South West,2008-11-01,15.93,119
120 Sydney - Inner West,2008-11-01,36.73,120
121 Sydney - North Sydney and Hornsby,2008-11-01,19.56,121
122 Sydney - Northern Beaches,2008-11-01,13.56,122
123 Sydney - Outer South West,2008-11-01,20.93,123
124 Sydney - Outer West and Blue Mountains,2008-11-01,36.51,124
125 Sydney - Parramatta,2008-11-01,33.31,125
126 Sydney - Ryde,2008-11-01,30.92,126
127 Sydney - South West,2008-11-01,18.37,127
128 Sydney - Sutherland,2008-11-01,45.60,128
101 Capital Region,2008-11-01,26.12,101
103 New South Wales - Central West,2008-11-01,32.01,103
104 Coffs Harbour - Grafton,2008-11-01,40.06,104
105 Far West and Orana,2008-11-01,38.62,105
106 Hunter Valley exc Newcastle,2008-11-01,28.10,106
107 Illawarra,2008-11-01,43.78,107
108 Mid North Coast,2008-11-01,38.01,108
109 Murray,2008-11-01,34.03,109
110 New England and North West,2008-11-01,40.38,110
111 Newcastle and Lake Macquarie,2008-11-01,40.12,111
112 Richmond - Tweed,2008-11-01,34.74,112
113 Riverina,2008-11-01,41.28,113
114 Southern Highlands and Shoalhaven,2008-11-01,39.56,114
206 Melbourne - Inner,2008-11-01,32.99,206
207 Melbourne - Inner East,2008-11-01,16.62,207
208 Melbourne - Inner South,2008-11-01,18.39,208
209 Melbourne - North East,2008-11-01,16.91,209
210 Melbourne - North West,2008-11-01,31.91,210
211 Melbourne - Outer East,2008-11-01,38.08,211
212 Melbourne - South East,2008-11-01,32.16,212
213 Melbourne - West,2008-11-01,37.80,213
214 Mornington Peninsula,2008-11-01,38.78,214
201 Ballarat,2008-11-01,36.86,201
202 Bendigo,2008-11-01,42.00,202
203 Geelong,2008-11-01,30.53,203
204 Hume,2008-11-01,34.88,204
205 Latrobe - Gippsland,2008-11-01,43.34,205
215 Victoria - North West,2008-11-01,39.67,215
216 Shepparton,2008-11-01,42.04,216
217 Warrnambool and South West,2008-11-01,40.60,217
301 Brisbane - East,2008-11-01,41.85,301
302 Brisbane - North,2008-11-01,34.85,302
303 Brisbane - South,2008-11-01,32.68,303
304 Brisbane - West,2008-11-01,26.71,304
305 Brisbane Inner City,2008-11-01,12.33,305
310 Ipswich,2008-11-01,18.65,310
311 Logan - Beaudesert,2008-11-01,42.44,311
313 Moreton Bay - North,2008-11-01,40.76,313
314 Moreton Bay - South,2008-11-01,36.64,314
306 Cairns,2008-11-01,28.76,306
307 Darling Downs - Maranoa,2008-11-01,40.76,307
308 Fitzroy,2008-11-01,37.88,308
309 Gold Coast,2008-11-01,48.40,309
312 Mackay,2008-11-01,32.14,312
315 Queensland - Outback,2008-11-01,42.91,315
316 Sunshine Coast,2008-11-01,50.44,316
317 Toowoomba,2008-11-01,33.73,317
318 Townsville,2008-11-01,34.04,318
319 Wide Bay,2008-11-01,41.36,319
401 Adelaide - Central and Hills,2008-11-01,42.28,401
402 Adelaide - North,2008-11-01,21.89,402
403 Adelaide - South,2008-11-01,38.98,403
404 Adelaide - West,2008-11-01,31.65,404
405 Barossa - Yorke - Mid North,2008-11-01,32.76,405
406 South Australia - Outback,2008-11-01,37.96,406
407 South Australia - South East,2008-11-01,38.47,407
502 Mandurah,2008-11-01,41.97,502
503 Perth - Inner,2008-11-01,48.35,503
504 Perth - North East,2008-11-01,16.22,504
505 Perth - North West,2008-11-01,38.72,505
506 Perth - South East,2008-11-01,31.53,506
507 Perth - South West,2008-11-01,40.04,507
501 Bunbury,2008-11-01,35.79,501
508 Western Australia - Outback,2008-11-01,46.66,508
509 Western Australia - Wheat Belt,2008-11-01,47.21,509
601 Hobart,2008-11-01,41.18,601
602 Launceston and North East,2008-11-01,28.23,602
603 Tasmania - South East,2008-11-01,37.38,603
604 Tasmania - West and North West,2008-11-01,40.15,604
701 Darwin,2008-11-01,46.89,701
702 Northern Territory - Outback,2008-11-01,30.60,702
801 Australian Capital Territory,2008-11-01,36.69,801
102 Central Coast,2009-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-11-01,33.15,115
116 Sydney - Blacktown,2009-11-01,19.66,116
117 Sydney - City and Inner South,2009-11-01,39.23,117
118 Sydney - Eastern Suburbs,2009-11-01,16.86,118
119 Sydney - Inner South West,2009-11-01,15.60,119
120 Sydney - Inner West,2009-11-01,32.74,120
121 Sydney - North Sydney and Hornsby,2009-11-01,20.28,121
122 Sydney - Northern Beaches,2009-11-01,14.20,122
123 Sydney - Outer South West,2009-11-01,24.62,123
124 Sydney - Outer West and Blue Mountains,2009-11-01,32.79,124
125 Sydney - Parramatta,2009-11-01,36.84,125
126 Sydney - Ryde,2009-11-01,32.75,126
127 Sydney - South West,2009-11-01,19.63,127
128 Sydney - Sutherland,2009-11-01,44.67,128
101 Capital Region,2009-11-01,25.53,101
103 New South Wales - Central West,2009-11-01,27.95,103
104 Coffs Harbour - Grafton,2009-11-01,43.48,104
105 Far West and Orana,2009-11-01,38.76,105
106 Hunter Valley exc Newcastle,2009-11-01,30.50,106
107 Illawarra,2009-11-01,42.08,107
108 Mid North Coast,2009-11-01,34.56,108
109 Murray,2009-11-01,33.98,109
110 New England and North West,2009-11-01,34.43,110
111 Newcastle and Lake Macquarie,2009-11-01,38.75,111
112 Richmond - Tweed,2009-11-01,31.51,112
113 Riverina,2009-11-01,34.34,113
114 Southern Highlands and Shoalhaven,2009-11-01,42.32,114
206 Melbourne - Inner,2009-11-01,33.57,206
207 Melbourne - Inner East,2009-11-01,16.05,207
208 Melbourne - Inner South,2009-11-01,17.32,208
209 Melbourne - North East,2009-11-01,17.00,209
210 Melbourne - North West,2009-11-01,30.26,210
211 Melbourne - Outer East,2009-11-01,38.31,211
212 Melbourne - South East,2009-11-01,30.18,212
213 Melbourne - West,2009-11-01,34.29,213
214 Mornington Peninsula,2009-11-01,37.22,214
201 Ballarat,2009-11-01,34.73,201
202 Bendigo,2009-11-01,39.37,202
203 Geelong,2009-11-01,35.19,203
204 Hume,2009-11-01,33.29,204
205 Latrobe - Gippsland,2009-11-01,47.76,205
215 Victoria - North West,2009-11-01,39.71,215
216 Shepparton,2009-11-01,33.87,216
217 Warrnambool and South West,2009-11-01,41.34,217
301 Brisbane - East,2009-11-01,43.03,301
302 Brisbane - North,2009-11-01,31.70,302
303 Brisbane - South,2009-11-01,32.48,303
304 Brisbane - West,2009-11-01,23.61,304
305 Brisbane Inner City,2009-11-01,16.95,305
310 Ipswich,2009-11-01,17.09,310
311 Logan - Beaudesert,2009-11-01,46.56,311
313 Moreton Bay - North,2009-11-01,43.85,313
314 Moreton Bay - South,2009-11-01,38.63,314
306 Cairns,2009-11-01,29.96,306
307 Darling Downs - Maranoa,2009-11-01,37.85,307
308 Fitzroy,2009-11-01,32.04,308
309 Gold Coast,2009-11-01,52.02,309
312 Mackay,2009-11-01,34.52,312
315 Queensland - Outback,2009-11-01,45.45,315
316 Sunshine Coast,2009-11-01,43.89,316
317 Toowoomba,2009-11-01,33.82,317
318 Townsville,2009-11-01,37.30,318
319 Wide Bay,2009-11-01,38.10,319
401 Adelaide - Central and Hills,2009-11-01,42.62,401
402 Adelaide - North,2009-11-01,19.78,402
403 Adelaide - South,2009-11-01,40.40,403
404 Adelaide - West,2009-11-01,29.90,404
405 Barossa - Yorke - Mid North,2009-11-01,31.33,405
406 South Australia - Outback,2009-11-01,38.72,406
407 South Australia - South East,2009-11-01,41.31,407
502 Mandurah,2009-11-01,35.77,502
503 Perth - Inner,2009-11-01,43.50,503
504 Perth - North East,2009-11-01,18.50,504
505 Perth - North West,2009-11-01,33.90,505
506 Perth - South East,2009-11-01,33.75,506
507 Perth - South West,2009-11-01,36.92,507
501 Bunbury,2009-11-01,35.65,501
508 Western Australia - Outback,2009-11-01,39.56,508
509 Western Australia - Wheat Belt,2009-11-01,47.43,509
601 Hobart,2009-11-01,37.50,601
602 Launceston and North East,2009-11-01,27.97,602
603 Tasmania - South East,2009-11-01,35.69,603
604 Tasmania - West and North West,2009-11-01,36.95,604
701 Darwin,2009-11-01,43.49,701
702 Northern Territory - Outback,2009-11-01,31.03,702
801 Australian Capital Territory,2009-11-01,39.25,801
102 Central Coast,2010-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-11-01,30.89,115
116 Sydney - Blacktown,2010-11-01,22.61,116
117 Sydney - City and Inner South,2010-11-01,34.46,117
118 Sydney - Eastern Suburbs,2010-11-01,17.89,118
119 Sydney - Inner South West,2010-11-01,13.87,119
120 Sydney - Inner West,2010-11-01,31.66,120
121 Sydney - North Sydney and Hornsby,2010-11-01,17.50,121
122 Sydney - Northern Beaches,2010-11-01,11.97,122
123 Sydney - Outer South West,2010-11-01,19.48,123
124 Sydney - Outer West and Blue Mountains,2010-11-01,37.48,124
125 Sydney - Parramatta,2010-11-01,38.13,125
126 Sydney - Ryde,2010-11-01,33.54,126
127 Sydney - South West,2010-11-01,21.63,127
128 Sydney - Sutherland,2010-11-01,43.72,128
101 Capital Region,2010-11-01,25.41,101
103 New South Wales - Central West,2010-11-01,25.39,103
104 Coffs Harbour - Grafton,2010-11-01,34.73,104
105 Far West and Orana,2010-11-01,34.60,105
106 Hunter Valley exc Newcastle,2010-11-01,36.30,106
107 Illawarra,2010-11-01,47.06,107
108 Mid North Coast,2010-11-01,31.94,108
109 Murray,2010-11-01,36.20,109
110 New England and North West,2010-11-01,34.52,110
111 Newcastle and Lake Macquarie,2010-11-01,39.89,111
112 Richmond - Tweed,2010-11-01,32.92,112
113 Riverina,2010-11-01,34.56,113
114 Southern Highlands and Shoalhaven,2010-11-01,48.33,114
206 Melbourne - Inner,2010-11-01,36.08,206
207 Melbourne - Inner East,2010-11-01,14.75,207
208 Melbourne - Inner South,2010-11-01,17.21,208
209 Melbourne - North East,2010-11-01,17.53,209
210 Melbourne - North West,2010-11-01,29.49,210
211 Melbourne - Outer East,2010-11-01,36.60,211
212 Melbourne - South East,2010-11-01,30.78,212
213 Melbourne - West,2010-11-01,37.52,213
214 Mornington Peninsula,2010-11-01,35.25,214
201 Ballarat,2010-11-01,35.34,201
202 Bendigo,2010-11-01,37.44,202
203 Geelong,2010-11-01,30.06,203
204 Hume,2010-11-01,35.74,204
205 Latrobe - Gippsland,2010-11-01,37.04,205
215 Victoria - North West,2010-11-01,40.49,215
216 Shepparton,2010-11-01,34.59,216
217 Warrnambool and South West,2010-11-01,43.52,217
301 Brisbane - East,2010-11-01,41.27,301
302 Brisbane - North,2010-11-01,32.21,302
303 Brisbane - South,2010-11-01,26.95,303
304 Brisbane - West,2010-11-01,26.36,304
305 Brisbane Inner City,2010-11-01,17.93,305
310 Ipswich,2010-11-01,17.71,310
311 Logan - Beaudesert,2010-11-01,43.93,311
313 Moreton Bay - North,2010-11-01,42.30,313
314 Moreton Bay - South,2010-11-01,36.69,314
306 Cairns,2010-11-01,30.75,306
307 Darling Downs - Maranoa,2010-11-01,38.66,307
308 Fitzroy,2010-11-01,35.81,308
309 Gold Coast,2010-11-01,47.32,309
312 Mackay,2010-11-01,33.60,312
315 Queensland - Outback,2010-11-01,50.07,315
316 Sunshine Coast,2010-11-01,43.32,316
317 Toowoomba,2010-11-01,32.31,317
318 Townsville,2010-11-01,32.65,318
319 Wide Bay,2010-11-01,39.40,319
401 Adelaide - Central and Hills,2010-11-01,39.38,401
402 Adelaide - North,2010-11-01,20.66,402
403 Adelaide - South,2010-11-01,38.26,403
404 Adelaide - West,2010-11-01,29.77,404
405 Barossa - Yorke - Mid North,2010-11-01,31.38,405
406 South Australia - Outback,2010-11-01,37.96,406
407 South Australia - South East,2010-11-01,39.91,407
502 Mandurah,2010-11-01,42.06,502
503 Perth - Inner,2010-11-01,43.79,503
504 Perth - North East,2010-11-01,18.65,504
505 Perth - North West,2010-11-01,36.02,505
506 Perth - South East,2010-11-01,32.40,506
507 Perth - South West,2010-11-01,36.69,507
501 Bunbury,2010-11-01,32.22,501
508 Western Australia - Outback,2010-11-01,47.85,508
509 Western Australia - Wheat Belt,2010-11-01,47.60,509
601 Hobart,2010-11-01,35.04,601
602 Launceston and North East,2010-11-01,25.27,602
603 Tasmania - South East,2010-11-01,34.18,603
604 Tasmania - West and North West,2010-11-01,39.02,604
701 Darwin,2010-11-01,43.70,701
702 Northern Territory - Outback,2010-11-01,30.08,702
801 Australian Capital Territory,2010-11-01,36.33,801
102 Central Coast,2011-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2011-11-01,31.34,115
116 Sydney - Blacktown,2011-11-01,24.41,116
117 Sydney - City and Inner South,2011-11-01,35.18,117
118 Sydney - Eastern Suburbs,2011-11-01,16.88,118
119 Sydney - Inner South West,2011-11-01,16.02,119
120 Sydney - Inner West,2011-11-01,30.20,120
121 Sydney - North Sydney and Hornsby,2011-11-01,19.56,121
122 Sydney - Northern Beaches,2011-11-01,10.58,122
123 Sydney - Outer South West,2011-11-01,19.78,123
124 Sydney - Outer West and Blue Mountains,2011-11-01,36.11,124
125 Sydney - Parramatta,2011-11-01,37.58,125
126 Sydney - Ryde,2011-11-01,31.16,126
127 Sydney - South West,2011-11-01,18.29,127
128 Sydney - Sutherland,2011-11-01,41.85,128
101 Capital Region,2011-11-01,24.59,101
103 New South Wales - Central West,2011-11-01,32.34,103
104 Coffs Harbour - Grafton,2011-11-01,42.51,104
105 Far West and Orana,2011-11-01,36.01,105
106 Hunter Valley exc Newcastle,2011-11-01,32.76,106
107 Illawarra,2011-11-01,43.48,107
108 Mid North Coast,2011-11-01,32.52,108
109 Murray,2011-11-01,37.73,109
110 New England and North West,2011-11-01,30.53,110
111 Newcastle and Lake Macquarie,2011-11-01,40.93,111
112 Richmond - Tweed,2011-11-01,33.66,112
113 Riverina,2011-11-01,34.31,113
114 Southern Highlands and Shoalhaven,2011-11-01,37.68,114
206 Melbourne - Inner,2011-11-01,36.66,206
207 Melbourne - Inner East,2011-11-01,15.43,207
208 Melbourne - Inner South,2011-11-01,16.71,208
209 Melbourne - North East,2011-11-01,18.02,209
210 Melbourne - North West,2011-11-01,29.25,210
211 Melbourne - Outer East,2011-11-01,33.55,211
212 Melbourne - South East,2011-11-01,31.38,212
213 Melbourne - West,2011-11-01,37.89,213
214 Mornington Peninsula,2011-11-01,37.93,214
201 Ballarat,2011-11-01,34.34,201
202 Bendigo,2011-11-01,39.55,202
203 Geelong,2011-11-01,34.62,203
204 Hume,2011-11-01,35.80,204
205 Latrobe - Gippsland,2011-11-01,40.51,205
215 Victoria - North West,2011-11-01,36.06,215
216 Shepparton,2011-11-01,38.35,216
217 Warrnambool and South West,2011-11-01,46.37,217
301 Brisbane - East,2011-11-01,39.70,301
302 Brisbane - North,2011-11-01,31.01,302
303 Brisbane - South,2011-11-01,26.34,303
304 Brisbane - West,2011-11-01,23.89,304
305 Brisbane Inner City,2011-11-01,18.40,305
310 Ipswich,2011-11-01,18.66,310
311 Logan - Beaudesert,2011-11-01,38.22,311
313 Moreton Bay - North,2011-11-01,39.50,313
314 Moreton Bay - South,2011-11-01,41.43,314
306 Cairns,2011-11-01,29.80,306
307 Darling Downs - Maranoa,2011-11-01,37.45,307
308 Fitzroy,2011-11-01,34.97,308
309 Gold Coast,2011-11-01,44.84,309
312 Mackay,2011-11-01,34.28,312
315 Queensland - Outback,2011-11-01,47.84,315
316 Sunshine Coast,2011-11-01,41.06,316
317 Toowoomba,2011-11-01,32.66,317
318 Townsville,2011-11-01,30.19,318
319 Wide Bay,2011-11-01,36.07,319
401 Adelaide - Central and Hills,2011-11-01,43.02,401
402 Adelaide - North,2011-11-01,21.30,402
403 Adelaide - South,2011-11-01,37.77,403
404 Adelaide - West,2011-11-01,29.25,404
405 Barossa - Yorke - Mid North,2011-11-01,33.58,405
406 South Australia - Outback,2011-11-01,40.20,406
407 South Australia - South East,2011-11-01,40.14,407
502 Mandurah,2011-11-01,41.85,502
503 Perth - Inner,2011-11-01,43.31,503
504 Perth - North East,2011-11-01,19.80,504
505 Perth - North West,2011-11-01,36.76,505
506 Perth - South East,2011-11-01,32.58,506
507 Perth - South West,2011-11-01,38.52,507
501 Bunbury,2011-11-01,35.12,501
508 Western Australia - Outback,2011-11-01,49.03,508
509 Western Australia - Wheat Belt,2011-11-01,45.38,509
601 Hobart,2011-11-01,35.82,601
602 Launceston and North East,2011-11-01,27.76,602
603 Tasmania - South East,2011-11-01,37.41,603
604 Tasmania - West and North West,2011-11-01,38.62,604
701 Darwin,2011-11-01,42.48,701
702 Northern Territory - Outback,2011-11-01,31.61,702
801 Australian Capital Territory,2011-11-01,33.73,801
102 Central Coast,2012-11-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2012-11-01,37.82,115
116 Sydney - Blacktown,2012-11-01,21.26,116
117 Sydney - City and Inner South,2012-11-01,33.72,117
118 Sydney - Eastern Suburbs,2012-11-01,13.94,118
119 Sydney - Inner South West,2012-11-01,13.44,119
120 Sydney - Inner West,2012-11-01,32.45,120
121 Sydney - North Sydney and Hornsby,2012-11-01,19.59,121
122 Sydney - Northern Beaches,2012-11-01,11.14,122
123 Sydney - Outer South West,2012-11-01,22.03,123
124 Sydney - Outer West and Blue Mountains,2012-11-01,35.96,124
125 Sydney - Parramatta,2012-11-01,34.30,125
126 Sydney - Ryde,2012-11-01,31.22,126
127 Sydney - South West,2012-11-01,18.21,127
128 Sydney - Sutherland,2012-11-01,41.81,128
101 Capital Region,2012-11-01,24.12,101
103 New South Wales - Central West,2012-11-01,30.85,103
104 Coffs Harbour - Grafton,2012-11-01,45.02,104
105 Far West and Orana,2012-11-01,32.32,105
106 Hunter Valley exc Newcastle,2012-11-01,30.48,106
107 Illawarra,2012-11-01,45.14,107
108 Mid North Coast,2012-11-01,33.85,108
109 Murray,2012-11-01,33.06,109
110 New England and North West,2012-11-01,32.81,110
111 Newcastle and Lake Macquarie,2012-11-01,39.95,111
112 Richmond - Tweed,2012-11-01,34.97,112
113 Riverina,2012-11-01,39.01,113
114 Southern Highlands and Shoalhaven,2012-11-01,38.51,114
206 Melbourne - Inner,2012-11-01,41.03,206
207 Melbourne - Inner East,2012-11-01,15.72,207
208 Melbourne - Inner South,2012-11-01,17.45,208
209 Melbourne - North East,2012-11-01,16.85,209
210 Melbourne - North West,2012-11-01,27.16,210
211 Melbourne - Outer East,2012-11-01,37.69,211
212 Melbourne - South East,2012-11-01,29.26,212
213 Melbourne - West,2012-11-01,38.96,213
214 Mornington Peninsula,2012-11-01,37.36,214
201 Ballarat,2012-11-01,31.86,201
202 Bendigo,2012-11-01,43.00,202
203 Geelong,2012-11-01,33.91,203
204 Hume,2012-11-01,34.53,204
205 Latrobe - Gippsland,2012-11-01,40.90,205
215 Victoria - North West,2012-11-01,35.97,215
216 Shepparton,2012-11-01,35.12,216
217 Warrnambool and South West,2012-11-01,39.59,217
301 Brisbane - East,2012-11-01,34.65,301
302 Brisbane - North,2012-11-01,32.10,302
303 Brisbane - South,2012-11-01,27.94,303
304 Brisbane - West,2012-11-01,25.30,304
305 Brisbane Inner City,2012-11-01,14.70,305
310 Ipswich,2012-11-01,16.95,310
311 Logan - Beaudesert,2012-11-01,39.09,311
313 Moreton Bay - North,2012-11-01,40.18,313
314 Moreton Bay - South,2012-11-01,41.72,314
306 Cairns,2012-11-01,30.85,306
307 Darling Downs - Maranoa,2012-11-01,37.71,307
308 Fitzroy,2012-11-01,38.79,308
309 Gold Coast,2012-11-01,45.78,309
312 Mackay,2012-11-01,32.09,312
315 Queensland - Outback,2012-11-01,41.83,315
316 Sunshine Coast,2012-11-01,35.97,316
317 Toowoomba,2012-11-01,28.44,317
318 Townsville,2012-11-01,31.10,318
319 Wide Bay,2012-11-01,39.34,319
401 Adelaide - Central and Hills,2012-11-01,41.25,401
402 Adelaide - North,2012-11-01,20.97,402
403 Adelaide - South,2012-11-01,35.99,403
404 Adelaide - West,2012-11-01,30.30,404
405 Barossa - Yorke - Mid North,2012-11-01,32.84,405
406 South Australia - Outback,2012-11-01,39.70,406
407 South Australia - South East,2012-11-01,41.71,407
502 Mandurah,2012-11-01,41.19,502
503 Perth - Inner,2012-11-01,44.89,503
504 Perth - North East,2012-11-01,16.14,504
505 Perth - North West,2012-11-01,39.39,505
506 Perth - South East,2012-11-01,34.85,506
507 Perth - South West,2012-11-01,35.18,507
501 Bunbury,2012-11-01,34.73,501
508 Western Australia - Outback,2012-11-01,50.09,508
509 Western Australia - Wheat Belt,2012-11-01,46.55,509
601 Hobart,2012-11-01,37.41,601
602 Launceston and North East,2012-11-01,26.06,602
603 Tasmania - South East,2012-11-01,36.50,603
604 Tasmania - West and North West,2012-11-01,43.65,604
701 Darwin,2012-11-01,42.44,701
702 Northern Territory - Outback,2012-11-01,31.34,702
801 Australian Capital Territory,2012-11-01,34.64,801
