Labour market region (SA4): ASGS (2011),date,percent parttime,sa4_code_2011
211 Melbourne - Outer East,2006-11-01,0.2851,211
212 Melbourne - South East,2006-11-01,0.2722,212
213 Melbourne - West,2006-11-01,0.2875,213
214 Mornington Peninsula,2006-11-01,0.2761,214
201 Ballarat,2006-11-01,0.2775,201
202 Bendigo,2006-11-01,0.2104,202
203 Geelong,2006-11-01,0.2354,203
204 Hume,2006-11-01,0.2347,204
205 Latrobe - Gippsland,2006-11-01,0.1983,205
215 Victoria - North West,2006-11-01,0.2272,215
216 Shepparton,2006-11-01,0.1981,216
217 Warrnambool and South West,2006-11-01,0.2201,217
301 Brisbane - East,2006-11-01,0.1851,301
302 Brisbane - North,2006-11-01,0.2883,302
303 Brisbane - South,2006-11-01,0.3371,303
304 Brisbane - West,2006-11-01,0.2752,304
305 Brisbane Inner City,2006-11-01,0.2743,305
310 Ipswich,2006-11-01,0.2367,310
311 Logan - Beaudesert,2006-11-01,0.2229,311
313 Moreton Bay - North,2006-11-01,0.2665,313
314 Moreton Bay - South,2006-11-01,0.2925,314
306 Cairns,2006-11-01,0.3184,306
307 Darling Downs - Maranoa,2006-11-01,0.2508,307
308 Fitzroy,2006-11-01,0.1925,308
309 Gold Coast,2006-11-01,0.2352,309
312 Mackay,2006-11-01,0.2718,312
315 Queensland - Outback,2006-11-01,0.1998,315
316 Sunshine Coast,2006-11-01,0.2251,316
317 Toowoomba,2006-11-01,0.2762,317
318 Townsville,2006-11-01,0.2465,318
319 Wide Bay,2006-11-01,0.2773,319
401 Adelaide - Central and Hills,2006-11-01,0.2244,401
402 Adelaide - North,2006-11-01,0.2398,402
403 Adelaide - South,2006-11-01,0.2633,403
404 Adelaide - West,2006-11-01,0.2586,404
405 Barossa - Yorke - Mid North,2006-11-01,0.2696,405
406 South Australia - Outback,2006-11-01,0.2272,406
407 South Australia - South East,2006-11-01,0.1873,407
502 Mandurah,2006-11-01,0.1843,502
503 Perth - Inner,2006-11-01,0.2056,503
504 Perth - North East,2006-11-01,0.1888,504
505 Perth - North West,2006-11-01,0.2411,505
506 Perth - South East,2006-11-01,0.2841,506
507 Perth - South West,2006-11-01,0.2665,507
501 Bunbury,2006-11-01,0.2702,501
508 Western Australia - Outback,2006-11-01,0.1868,508
509 Western Australia - Wheat Belt,2006-11-01,0.1797,509
601 Hobart,2006-11-01,0.2175,601
602 Launceston and North East,2006-11-01,0.2713,602
603 Tasmania - South East,2006-11-01,0.2412,603
604 Tasmania - West and North West,2006-11-01,0.1659,604
701 Darwin,2006-11-01,0.2253,701
702 Northern Territory - Outback,2006-11-01,0.2571,702
801 Australian Capital Territory,2006-11-01,0.1988,801
102 Central Coast,2007-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-11-01,0.2745,115
116 Sydney - Blacktown,2007-11-01,0.2606,116
117 Sydney - City and Inner South,2007-11-01,0.2609,117
118 Sydney - Eastern Suburbs,2007-11-01,0.2417,118
119 Sydney - Inner South West,2007-11-01,0.2125,119
120 Sydney - Inner West,2007-11-01,0.2686,120
121 Sydney - North Sydney and Hornsby,2007-11-01,0.2503,121
122 Sydney - Northern Beaches,2007-11-01,0.2505,122
123 Sydney - Outer South West,2007-11-01,0.2358,123
124 Sydney - Outer West and Blue Mountains,2007-11-01,0.2997,124
125 Sydney - Parramatta,2007-11-01,0.265,125
126 Sydney - Ryde,2007-11-01,0.2809,126
127 Sydney - South West,2007-11-01,0.2533,127
128 Sydney - Sutherland,2007-11-01,0.2799,128
101 Capital Region,2007-11-01,0.2537,101
103 New South Wales - Central West,2007-11-01,0.2284,103
104 Coffs Harbour - Grafton,2007-11-01,0.232,104
105 Far West and Orana,2007-11-01,0.2701,105
106 Hunter Valley exc Newcastle,2007-11-01,0.1813,106
107 Illawarra,2007-11-01,0.2123,107
108 Mid North Coast,2007-11-01,0.2538,108
109 Murray,2007-11-01,0.24,109
110 New England and North West,2007-11-01,0.2265,110
111 Newcastle and Lake Macquarie,2007-11-01,0.1972,111
112 Richmond - Tweed,2007-11-01,0.2639,112
113 Riverina,2007-11-01,0.2176,113
114 Southern Highlands and Shoalhaven,2007-11-01,0.2331,114
206 Melbourne - Inner,2007-11-01,0.2364,206
207 Melbourne - Inner East,2007-11-01,0.243,207
208 Melbourne - Inner South,2007-11-01,0.2649,208
209 Melbourne - North East,2007-11-01,0.2358,209
210 Melbourne - North West,2007-11-01,0.2769,210
211 Melbourne - Outer East,2007-11-01,0.2928,211
212 Melbourne - South East,2007-11-01,0.2567,212
213 Melbourne - West,2007-11-01,0.2691,213
214 Mornington Peninsula,2007-11-01,0.2744,214
201 Ballarat,2007-11-01,0.2525,201
202 Bendigo,2007-11-01,0.2493,202
203 Geelong,2007-11-01,0.2545,203
204 Hume,2007-11-01,0.2193,204
205 Latrobe - Gippsland,2007-11-01,0.2043,205
215 Victoria - North West,2007-11-01,0.2426,215
216 Shepparton,2007-11-01,0.2083,216
217 Warrnambool and South West,2007-11-01,0.1895,217
301 Brisbane - East,2007-11-01,0.2102,301
302 Brisbane - North,2007-11-01,0.2769,302
303 Brisbane - South,2007-11-01,0.2946,303
304 Brisbane - West,2007-11-01,0.2823,304
305 Brisbane Inner City,2007-11-01,0.2338,305
310 Ipswich,2007-11-01,0.2668,310
311 Logan - Beaudesert,2007-11-01,0.2484,311
313 Moreton Bay - North,2007-11-01,0.2598,313
314 Moreton Bay - South,2007-11-01,0.2443,314
306 Cairns,2007-11-01,0.3192,306
307 Darling Downs - Maranoa,2007-11-01,0.2368,307
308 Fitzroy,2007-11-01,0.1847,308
309 Gold Coast,2007-11-01,0.2326,309
312 Mackay,2007-11-01,0.2742,312
315 Queensland - Outback,2007-11-01,0.2277,315
316 Sunshine Coast,2007-11-01,0.1386,316
317 Toowoomba,2007-11-01,0.2536,317
318 Townsville,2007-11-01,0.2596,318
319 Wide Bay,2007-11-01,0.2466,319
401 Adelaide - Central and Hills,2007-11-01,0.2232,401
402 Adelaide - North,2007-11-01,0.2537,402
403 Adelaide - South,2007-11-01,0.2792,403
404 Adelaide - West,2007-11-01,0.264,404
405 Barossa - Yorke - Mid North,2007-11-01,0.2843,405
406 South Australia - Outback,2007-11-01,0.2379,406
407 South Australia - South East,2007-11-01,0.1886,407
502 Mandurah,2007-11-01,0.1786,502
503 Perth - Inner,2007-11-01,0.178,503
504 Perth - North East,2007-11-01,0.1933,504
505 Perth - North West,2007-11-01,0.2746,505
506 Perth - South East,2007-11-01,0.2607,506
507 Perth - South West,2007-11-01,0.2623,507
501 Bunbury,2007-11-01,0.2453,501
508 Western Australia - Outback,2007-11-01,0.2123,508
509 Western Australia - Wheat Belt,2007-11-01,0.1764,509
601 Hobart,2007-11-01,0.1882,601
602 Launceston and North East,2007-11-01,0.2588,602
603 Tasmania - South East,2007-11-01,0.2049,603
604 Tasmania - West and North West,2007-11-01,0.166,604
701 Darwin,2007-11-01,0.2151,701
702 Northern Territory - Outback,2007-11-01,0.2586,702
801 Australian Capital Territory,2007-11-01,0.1653,801
102 Central Coast,2008-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-11-01,0.2255,115
116 Sydney - Blacktown,2008-11-01,0.2686,116
117 Sydney - City and Inner South,2008-11-01,0.2351,117
118 Sydney - Eastern Suburbs,2008-11-01,0.2305,118
119 Sydney - Inner South West,2008-11-01,0.2342,119
120 Sydney - Inner West,2008-11-01,0.2749,120
121 Sydney - North Sydney and Hornsby,2008-11-01,0.2533,121
122 Sydney - Northern Beaches,2008-11-01,0.2177,122
123 Sydney - Outer South West,2008-11-01,0.2075,123
124 Sydney - Outer West and Blue Mountains,2008-11-01,0.3105,124
125 Sydney - Parramatta,2008-11-01,0.2646,125
126 Sydney - Ryde,2008-11-01,0.281,126
127 Sydney - South West,2008-11-01,0.2921,127
128 Sydney - Sutherland,2008-11-01,0.2652,128
101 Capital Region,2008-11-01,0.2626,101
103 New South Wales - Central West,2008-11-01,0.2314,103
104 Coffs Harbour - Grafton,2008-11-01,0.2795,104
105 Far West and Orana,2008-11-01,0.2191,105
106 Hunter Valley exc Newcastle,2008-11-01,0.2099,106
107 Illawarra,2008-11-01,0.2343,107
108 Mid North Coast,2008-11-01,0.2547,108
109 Murray,2008-11-01,0.2984,109
110 New England and North West,2008-11-01,0.1928,110
111 Newcastle and Lake Macquarie,2008-11-01,0.1684,111
112 Richmond - Tweed,2008-11-01,0.256,112
113 Riverina,2008-11-01,0.2248,113
114 Southern Highlands and Shoalhaven,2008-11-01,0.2328,114
206 Melbourne - Inner,2008-11-01,0.2171,206
207 Melbourne - Inner East,2008-11-01,0.222,207
208 Melbourne - Inner South,2008-11-01,0.2589,208
209 Melbourne - North East,2008-11-01,0.248,209
210 Melbourne - North West,2008-11-01,0.2516,210
211 Melbourne - Outer East,2008-11-01,0.2597,211
212 Melbourne - South East,2008-11-01,0.256,212
213 Melbourne - West,2008-11-01,0.2733,213
214 Mornington Peninsula,2008-11-01,0.2582,214
201 Ballarat,2008-11-01,0.3125,201
202 Bendigo,2008-11-01,0.2248,202
203 Geelong,2008-11-01,0.2051,203
204 Hume,2008-11-01,0.2457,204
205 Latrobe - Gippsland,2008-11-01,0.19,205
215 Victoria - North West,2008-11-01,0.2101,215
216 Shepparton,2008-11-01,0.2042,216
217 Warrnambool and South West,2008-11-01,0.1619,217
301 Brisbane - East,2008-11-01,0.1982,301
302 Brisbane - North,2008-11-01,0.3152,302
303 Brisbane - South,2008-11-01,0.2873,303
304 Brisbane - West,2008-11-01,0.2984,304
305 Brisbane Inner City,2008-11-01,0.2534,305
310 Ipswich,2008-11-01,0.23,310
311 Logan - Beaudesert,2008-11-01,0.2563,311
313 Moreton Bay - North,2008-11-01,0.268,313
314 Moreton Bay - South,2008-11-01,0.2743,314
306 Cairns,2008-11-01,0.2844,306
307 Darling Downs - Maranoa,2008-11-01,0.2416,307
308 Fitzroy,2008-11-01,0.1973,308
309 Gold Coast,2008-11-01,0.2061,309
312 Mackay,2008-11-01,0.2867,312
315 Queensland - Outback,2008-11-01,0.2347,315
316 Sunshine Coast,2008-11-01,0.1091,316
317 Toowoomba,2008-11-01,0.2856,317
318 Townsville,2008-11-01,0.3038,318
319 Wide Bay,2008-11-01,0.2602,319
401 Adelaide - Central and Hills,2008-11-01,0.2313,401
402 Adelaide - North,2008-11-01,0.2477,402
403 Adelaide - South,2008-11-01,0.2647,403
404 Adelaide - West,2008-11-01,0.2487,404
405 Barossa - Yorke - Mid North,2008-11-01,0.2848,405
406 South Australia - Outback,2008-11-01,0.1986,406
407 South Australia - South East,2008-11-01,0.1842,407
502 Mandurah,2008-11-01,0.191,502
503 Perth - Inner,2008-11-01,0.2027,503
504 Perth - North East,2008-11-01,0.2187,504
505 Perth - North West,2008-11-01,0.2327,505
506 Perth - South East,2008-11-01,0.2654,506
507 Perth - South West,2008-11-01,0.2403,507
501 Bunbury,2008-11-01,0.2337,501
508 Western Australia - Outback,2008-11-01,0.2275,508
509 Western Australia - Wheat Belt,2008-11-01,0.1592,509
601 Hobart,2008-11-01,0.1813,601
602 Launceston and North East,2008-11-01,0.2601,602
603 Tasmania - South East,2008-11-01,0.2248,603
604 Tasmania - West and North West,2008-11-01,0.1692,604
701 Darwin,2008-11-01,0.2055,701
702 Northern Territory - Outback,2008-11-01,0.2558,702
801 Australian Capital Territory,2008-11-01,0.1807,801
102 Central Coast,2009-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-11-01,0.27,115
116 Sydney - Blacktown,2009-11-01,0.2806,116
117 Sydney - City and Inner South,2009-11-01,0.2561,117
118 Sydney - Eastern Suburbs,2009-11-01,0.212,118
119 Sydney - Inner South West,2009-11-01,0.2188,119
120 Sydney - Inner West,2009-11-01,0.2924,120
121 Sydney - North Sydney and Hornsby,2009-11-01,0.2366,121
122 Sydney - Northern Beaches,2009-11-01,0.2214,122
123 Sydney - Outer South West,2009-11-01,0.2228,123
124 Sydney - Outer West and Blue Mountains,2009-11-01,0.3228,124
125 Sydney - Parramatta,2009-11-01,0.2437,125
126 Sydney - Ryde,2009-11-01,0.2701,126
127 Sydney - South West,2009-11-01,0.2502,127
128 Sydney - Sutherland,2009-11-01,0.2796,128
101 Capital Region,2009-11-01,0.2985,101
103 New South Wales - Central West,2009-11-01,0.2338,103
104 Coffs Harbour - Grafton,2009-11-01,0.2118,104
105 Far West and Orana,2009-11-01,0.28,105
106 Hunter Valley exc Newcastle,2009-11-01,0.2045,106
107 Illawarra,2009-11-01,0.2086,107
108 Mid North Coast,2009-11-01,0.2285,108
109 Murray,2009-11-01,0.2365,109
110 New England and North West,2009-11-01,0.2602,110
111 Newcastle and Lake Macquarie,2009-11-01,0.1795,111
112 Richmond - Tweed,2009-11-01,0.2776,112
113 Riverina,2009-11-01,0.2224,113
114 Southern Highlands and Shoalhaven,2009-11-01,0.2144,114
206 Melbourne - Inner,2009-11-01,0.2785,206
207 Melbourne - Inner East,2009-11-01,0.2381,207
208 Melbourne - Inner South,2009-11-01,0.2629,208
209 Melbourne - North East,2009-11-01,0.2704,209
210 Melbourne - North West,2009-11-01,0.2697,210
211 Melbourne - Outer East,2009-11-01,0.2802,211
212 Melbourne - South East,2009-11-01,0.2736,212
213 Melbourne - West,2009-11-01,0.2664,213
214 Mornington Peninsula,2009-11-01,0.2701,214
201 Ballarat,2009-11-01,0.2718,201
202 Bendigo,2009-11-01,0.1886,202
203 Geelong,2009-11-01,0.2285,203
204 Hume,2009-11-01,0.2506,204
205 Latrobe - Gippsland,2009-11-01,0.1866,205
215 Victoria - North West,2009-11-01,0.1735,215
216 Shepparton,2009-11-01,0.2175,216
217 Warrnambool and South West,2009-11-01,0.1876,217
301 Brisbane - East,2009-11-01,0.1841,301
302 Brisbane - North,2009-11-01,0.2852,302
303 Brisbane - South,2009-11-01,0.2636,303
304 Brisbane - West,2009-11-01,0.2873,304
305 Brisbane Inner City,2009-11-01,0.2064,305
310 Ipswich,2009-11-01,0.2279,310
311 Logan - Beaudesert,2009-11-01,0.2383,311
313 Moreton Bay - North,2009-11-01,0.2786,313
314 Moreton Bay - South,2009-11-01,0.2595,314
306 Cairns,2009-11-01,0.281,306
307 Darling Downs - Maranoa,2009-11-01,0.2397,307
308 Fitzroy,2009-11-01,0.1762,308
309 Gold Coast,2009-11-01,0.2197,309
312 Mackay,2009-11-01,0.2879,312
315 Queensland - Outback,2009-11-01,0.2227,315
316 Sunshine Coast,2009-11-01,0.1473,316
317 Toowoomba,2009-11-01,0.2222,317
318 Townsville,2009-11-01,0.2477,318
319 Wide Bay,2009-11-01,0.2488,319
401 Adelaide - Central and Hills,2009-11-01,0.2194,401
402 Adelaide - North,2009-11-01,0.2425,402
403 Adelaide - South,2009-11-01,0.2523,403
404 Adelaide - West,2009-11-01,0.2615,404
405 Barossa - Yorke - Mid North,2009-11-01,0.2761,405
406 South Australia - Outback,2009-11-01,0.1722,406
407 South Australia - South East,2009-11-01,0.1948,407
502 Mandurah,2009-11-01,0.1836,502
503 Perth - Inner,2009-11-01,0.2413,503
504 Perth - North East,2009-11-01,0.2179,504
505 Perth - North West,2009-11-01,0.2559,505
506 Perth - South East,2009-11-01,0.2687,506
507 Perth - South West,2009-11-01,0.2291,507
501 Bunbury,2009-11-01,0.2274,501
508 Western Australia - Outback,2009-11-01,0.245,508
509 Western Australia - Wheat Belt,2009-11-01,0.1682,509
601 Hobart,2009-11-01,0.212,601
602 Launceston and North East,2009-11-01,0.2522,602
603 Tasmania - South East,2009-11-01,0.258,603
604 Tasmania - West and North West,2009-11-01,0.2375,604
701 Darwin,2009-11-01,0.1942,701
702 Northern Territory - Outback,2009-11-01,0.2561,702
801 Australian Capital Territory,2009-11-01,0.1913,801
102 Central Coast,2010-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-11-01,0.2886,115
116 Sydney - Blacktown,2010-11-01,0.2559,116
117 Sydney - City and Inner South,2010-11-01,0.2759,117
118 Sydney - Eastern Suburbs,2010-11-01,0.2173,118
119 Sydney - Inner South West,2010-11-01,0.2147,119
120 Sydney - Inner West,2010-11-01,0.2914,120
121 Sydney - North Sydney and Hornsby,2010-11-01,0.2494,121
122 Sydney - Northern Beaches,2010-11-01,0.2141,122
123 Sydney - Outer South West,2010-11-01,0.2235,123
124 Sydney - Outer West and Blue Mountains,2010-11-01,0.2563,124
125 Sydney - Parramatta,2010-11-01,0.2441,125
126 Sydney - Ryde,2010-11-01,0.2639,126
127 Sydney - South West,2010-11-01,0.2563,127
128 Sydney - Sutherland,2010-11-01,0.2603,128
101 Capital Region,2010-11-01,0.2693,101
103 New South Wales - Central West,2010-11-01,0.2344,103
104 Coffs Harbour - Grafton,2010-11-01,0.1999,104
105 Far West and Orana,2010-11-01,0.247,105
106 Hunter Valley exc Newcastle,2010-11-01,0.1751,106
107 Illawarra,2010-11-01,0.2178,107
108 Mid North Coast,2010-11-01,0.2426,108
109 Murray,2010-11-01,0.2534,109
110 New England and North West,2010-11-01,0.2057,110
111 Newcastle and Lake Macquarie,2010-11-01,0.2159,111
112 Richmond - Tweed,2010-11-01,0.2492,112
113 Riverina,2010-11-01,0.218,113
114 Southern Highlands and Shoalhaven,2010-11-01,0.1883,114
206 Melbourne - Inner,2010-11-01,0.1756,206
207 Melbourne - Inner East,2010-11-01,0.1997,207
208 Melbourne - Inner South,2010-11-01,0.2564,208
209 Melbourne - North East,2010-11-01,0.2797,209
210 Melbourne - North West,2010-11-01,0.2563,210
211 Melbourne - Outer East,2010-11-01,0.286,211
212 Melbourne - South East,2010-11-01,0.2669,212
213 Melbourne - West,2010-11-01,0.2515,213
214 Mornington Peninsula,2010-11-01,0.2764,214
201 Ballarat,2010-11-01,0.2528,201
202 Bendigo,2010-11-01,0.2085,202
203 Geelong,2010-11-01,0.273,203
204 Hume,2010-11-01,0.2257,204
205 Latrobe - Gippsland,2010-11-01,0.21,205
215 Victoria - North West,2010-11-01,0.1867,215
216 Shepparton,2010-11-01,0.221,216
217 Warrnambool and South West,2010-11-01,0.1994,217
301 Brisbane - East,2010-11-01,0.1798,301
302 Brisbane - North,2010-11-01,0.2669,302
303 Brisbane - South,2010-11-01,0.2918,303
304 Brisbane - West,2010-11-01,0.2598,304
305 Brisbane Inner City,2010-11-01,0.2496,305
310 Ipswich,2010-11-01,0.238,310
311 Logan - Beaudesert,2010-11-01,0.2626,311
313 Moreton Bay - North,2010-11-01,0.2785,313
314 Moreton Bay - South,2010-11-01,0.2611,314
306 Cairns,2010-11-01,0.2928,306
307 Darling Downs - Maranoa,2010-11-01,0.2657,307
308 Fitzroy,2010-11-01,0.2105,308
309 Gold Coast,2010-11-01,0.2058,309
312 Mackay,2010-11-01,0.244,312
315 Queensland - Outback,2010-11-01,0.2058,315
316 Sunshine Coast,2010-11-01,0.1702,316
317 Toowoomba,2010-11-01,0.2509,317
318 Townsville,2010-11-01,0.2548,318
319 Wide Bay,2010-11-01,0.2462,319
401 Adelaide - Central and Hills,2010-11-01,0.2169,401
402 Adelaide - North,2010-11-01,0.2451,402
403 Adelaide - South,2010-11-01,0.2653,403
404 Adelaide - West,2010-11-01,0.2669,404
405 Barossa - Yorke - Mid North,2010-11-01,0.2913,405
406 South Australia - Outback,2010-11-01,0.1722,406
407 South Australia - South East,2010-11-01,0.1818,407
502 Mandurah,2010-11-01,0.1782,502
503 Perth - Inner,2010-11-01,0.2568,503
504 Perth - North East,2010-11-01,0.197,504
505 Perth - North West,2010-11-01,0.2317,505
506 Perth - South East,2010-11-01,0.2622,506
507 Perth - South West,2010-11-01,0.2504,507
501 Bunbury,2010-11-01,0.2374,501
508 Western Australia - Outback,2010-11-01,0.2091,508
509 Western Australia - Wheat Belt,2010-11-01,0.1782,509
601 Hobart,2010-11-01,0.1748,601
602 Launceston and North East,2010-11-01,0.2641,602
603 Tasmania - South East,2010-11-01,0.2498,603
604 Tasmania - West and North West,2010-11-01,0.1665,604
701 Darwin,2010-11-01,0.226,701
702 Northern Territory - Outback,2010-11-01,0.2719,702
801 Australian Capital Territory,2010-11-01,0.187,801
102 Central Coast,2011-11-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2011-11-01,0.2617,115
116 Sydney - Blacktown,2011-11-01,0.2476,116
117 Sydney - City and Inner South,2011-11-01,0.3034,117
118 Sydney - Eastern Suburbs,2011-11-01,0.2191,118
119 Sydney - Inner South West,2011-11-01,0.2273,119
120 Sydney - Inner West,2011-11-01,0.2774,120
121 Sydney - North Sydney and Hornsby,2011-11-01,0.2494,121
122 Sydney - Northern Beaches,2011-11-01,0.2229,122
123 Sydney - Outer South West,2011-11-01,0.2308,123
124 Sydney - Outer West and Blue Mountains,2011-11-01,0.2704,124
125 Sydney - Parramatta,2011-11-01,0.2653,125
126 Sydney - Ryde,2011-11-01,0.278,126
127 Sydney - South West,2011-11-01,0.2919,127
128 Sydney - Sutherland,2011-11-01,0.276,128
101 Capital Region,2011-11-01,0.2945,101
103 New South Wales - Central West,2011-11-01,0.2177,103
104 Coffs Harbour - Grafton,2011-11-01,0.2046,104
105 Far West and Orana,2011-11-01,0.2462,105
106 Hunter Valley exc Newcastle,2011-11-01,0.1774,106
107 Illawarra,2011-11-01,0.2353,107
108 Mid North Coast,2011-11-01,0.2427,108
109 Murray,2011-11-01,0.2383,109
110 New England and North West,2011-11-01,0.1832,110
111 Newcastle and Lake Macquarie,2011-11-01,0.2476,111
112 Richmond - Tweed,2011-11-01,0.2376,112
113 Riverina,2011-11-01,0.2027,113
114 Southern Highlands and Shoalhaven,2011-11-01,0.2044,114
206 Melbourne - Inner,2011-11-01,0.236,206
207 Melbourne - Inner East,2011-11-01,0.214,207
208 Melbourne - Inner South,2011-11-01,0.2213,208
209 Melbourne - North East,2011-11-01,0.2424,209
210 Melbourne - North West,2011-11-01,0.2654,210
211 Melbourne - Outer East,2011-11-01,0.2721,211
212 Melbourne - South East,2011-11-01,0.2715,212
213 Melbourne - West,2011-11-01,0.2642,213
